iter	Logloss
0	0.6115643707
1	0.5382611651
2	0.4721314098
3	0.4165840594
4	0.3663679781
5	0.3212380846
6	0.2838659812
7	0.2486963795
8	0.220628377
9	0.1954193917
10	0.1731103887
11	0.154258252
12	0.1372435406
13	0.1235864584
14	0.1104991702
15	0.09929574653
16	0.08916596367
17	0.08089093229
18	0.0730825168
19	0.06587858286
20	0.0600244782
21	0.05531522937
22	0.05126622156
23	0.04717925547
24	0.04392739764
25	0.04068681068
26	0.03760176363
27	0.03507491223
28	0.03251627941
29	0.03053306553
30	0.02848724685
31	0.02677994243
32	0.0251172748
33	0.02353140605
34	0.02209223902
35	0.02103069557
36	0.01991936565
37	0.01903290512
38	0.0181473769
39	0.01730279839
40	0.01646117944
41	0.01570810464
42	0.01506670844
43	0.01438823122
44	0.01390396009
45	0.01336626997
46	0.01295619984
47	0.01245701346
48	0.01206514621
49	0.01175948026
50	0.01136990519
51	0.011085174
52	0.01069595125
53	0.01056956568
54	0.01033633028
55	0.01028893312
56	0.01023919225
57	0.01021392514
58	0.01017166638
59	0.0101254236
60	0.01008366884
61	0.009870666472
62	0.009784172543
63	0.009712359724
64	0.009540843344
65	0.009313791284
66	0.009294613147
67	0.009269165122
68	0.009195269306
69	0.009152984362
70	0.009119090182
71	0.009099842055
72	0.009031431508
73	0.009003188429
74	0.00897737207
75	0.008926575582
76	0.008697953364
77	0.008492549087
78	0.008447474343
79	0.008411092027
80	0.008374830905
81	0.00820754217
82	0.008186898975
83	0.008152597179
84	0.008134862088
85	0.008070539309
86	0.008041851583
87	0.008018730817
88	0.007843368687
89	0.007744217744
90	0.007701507087
91	0.007661461422
92	0.007617909567
93	0.00747863677
94	0.007456343446
95	0.007437995436
96	0.007297356812
97	0.007251827858
98	0.007223229583
99	0.007178589278
100	0.007142977707
101	0.007122094211
102	0.007093660099
103	0.007033074241
104	0.00699841667
105	0.006928600145
106	0.006908541035
107	0.006865793634
108	0.006838570672
109	0.006716580889
110	0.006689953822
111	0.006663216751
112	0.006644660826
113	0.006615847274
114	0.00660517441
115	0.006570870535
116	0.006542634181
117	0.006414116776
118	0.00638712259
119	0.006296325715
120	0.006238980445
121	0.006222768649
122	0.006075969864
123	0.006053638836
124	0.005971943796
125	0.005957141087
126	0.005843467225
127	0.005823061905
128	0.005803514752
129	0.005749766865
130	0.005670145734
131	0.005661808803
132	0.005570875837
133	0.005547123416
134	0.005533587071
135	0.005510471203
136	0.005464789149
137	0.005431395098
138	0.005411757577
139	0.005398195071
140	0.005372744946
141	0.005346076075
142	0.005314075263
143	0.005246633984
144	0.005174252115
145	0.005146480114
146	0.005063095798
147	0.005053757696
148	0.0050304589
149	0.005006378164
150	0.00493083348
151	0.004918027385
152	0.004843100734
153	0.004801579991
154	0.004790622382
155	0.004720017652
156	0.004708041348
157	0.004665780504
158	0.004622808429
159	0.004607269221
160	0.004556532479
161	0.004536940088
162	0.004514278854
163	0.004487882274
164	0.004469226595
165	0.004446669866
166	0.004431784513
167	0.004412433969
168	0.004357138729
169	0.004311583322
170	0.004264447693
171	0.004245443602
172	0.004191852443
173	0.004180475603
174	0.004109638567
175	0.004088857287
176	0.004071316576
177	0.004051774952
178	0.004031521006
179	0.004024759254
180	0.004001171523
181	0.003972250504
182	0.00395708997
183	0.003946094259
184	0.003935984291
185	0.003918309173
186	0.003877236317
187	0.00386467924
188	0.003837934477
189	0.003790990155
190	0.003769319909
191	0.003741880411
192	0.003719215061
193	0.003702015509
194	0.003681399778
195	0.00365265717
196	0.003639708175
197	0.003632199867
198	0.003612391642
199	0.003604279161
200	0.003581031189
201	0.003543597497
202	0.00353745358
203	0.00350149671
204	0.003483397488
205	0.003464813957
206	0.003455832155
207	0.003439184872
208	0.003411655762
209	0.003401014106
210	0.003388380687
211	0.003355837186
212	0.003346795759
213	0.003307563689
214	0.003276680635
215	0.003238957741
216	0.003224062067
217	0.003216140096
218	0.003198728024
219	0.003180575391
220	0.003172543391
221	0.003149609211
222	0.003112162754
223	0.003102847178
224	0.003071888433
225	0.003045354171
226	0.003012156385
227	0.002998459998
228	0.002961120489
229	0.002953180353
230	0.002939020332
231	0.002926884524
232	0.002909557498
233	0.002883763112
234	0.002858069515
235	0.002846668255
236	0.002834030094
237	0.002827831539
238	0.00281943416
239	0.002790593452
240	0.002780441633
241	0.002752395018
242	0.002734649734
243	0.002724227887
244	0.002719470877
245	0.002699535432
246	0.002691928903
247	0.002686292784
248	0.002666865611
249	0.002656166448
250	0.002656165122
251	0.002647021501
252	0.002640578468
253	0.002624278574
254	0.002616124182
255	0.002587494602
256	0.002575665721
257	0.002552381764
258	0.002544432667
259	0.002515643807
260	0.002507636505
261	0.002497133847
262	0.002482037422
263	0.002468800265
264	0.002455199078
265	0.002440194928
266	0.002429929686
267	0.002421243053
268	0.002407809661
269	0.002396849356
270	0.002388379792
271	0.002366725309
272	0.002353616481
273	0.00235361286
274	0.002340260202
275	0.002324700289
276	0.002314629812
277	0.002292926167
278	0.002279901853
279	0.002274491495
280	0.00227126146
281	0.002259743132
282	0.002253449994
283	0.002245795286
284	0.00222885867
285	0.002228855333
286	0.002206520012
287	0.002192733266
288	0.002178373424
289	0.002171833094
290	0.002153634199
291	0.002144201542
292	0.002144201542
293	0.002136979623
294	0.0021369768
295	0.002121319642
296	0.002121326188
297	0.00210517588
298	0.002079108622
299	0.002059000309
300	0.002058991625
301	0.002058991325
302	0.002053864377
303	0.002053860784
304	0.002036503951
305	0.00203649486
306	0.002029364808
307	0.00202937022
308	0.002024898559
309	0.002021282841
310	0.00200544146
311	0.001997820891
312	0.001997812378
313	0.00199781041
314	0.001997812421
315	0.001993590741
316	0.001978905174
317	0.001969475739
318	0.001960027443
319	0.001953004093
320	0.001936964591
321	0.001931613187
322	0.001917674912
323	0.001910336981
324	0.00191033134
325	0.00190337246
326	0.00190337
327	0.001898576245
328	0.001889389697
329	0.001883220862
330	0.00187697892
331	0.001869363688
332	0.001869356871
333	0.001865063052
334	0.001865060057
335	0.001855050212
336	0.001849111167
337	0.001843734163
338	0.001830367719
339	0.001823739871
340	0.001816822781
341	0.001816834589
342	0.001808501705
343	0.001808500251
344	0.001808502005
345	0.001798057594
346	0.001798057594
347	0.001788056649
348	0.001778941627
349	0.001778937477
350	0.001770122825
351	0.001770116387
352	0.00175784919
353	0.001757840848
354	0.001749388719
355	0.001736772647
356	0.001724871696
357	0.001715885339
358	0.001710695797
359	0.001705393939
360	0.001700287601
361	0.001700278104
362	0.001700280307
363	0.001688939412
364	0.001688939412
365	0.001684156465
366	0.001684153813
367	0.001684141006
368	0.001684137278
369	0.001684141513
370	0.001672727686
371	0.001672727686
372	0.001665158056
373	0.001665158056
374	0.001657280822
375	0.001657278876
376	0.001657278876
377	0.001652657995
378	0.001652657995
379	0.001641679969
380	0.00164168036
381	0.00164168036
382	0.001636965627
383	0.001632622211
384	0.001628413316
385	0.001628413316
386	0.001619028803
387	0.001619010386
388	0.001619000739
389	0.001618989872
390	0.001618981829
391	0.001618990001
392	0.00161898337
393	0.001618969551
394	0.001618977209
395	0.001618974236
396	0.001618977059
397	0.001618969123
398	0.001618973188
399	0.001610059519
400	0.001610057914
401	0.001610057914
402	0.001610047348
403	0.001610042092
404	0.001609978028
405	0.001609977172
406	0.001609974413
407	0.001609954391
408	0.001609959696
409	0.001609940686
410	0.001609933343
411	0.001609943011
412	0.001602124667
413	0.001602123063
414	0.001602120902
415	0.001602120902
416	0.001602078171
417	0.001602069807
418	0.001602077636
419	0.001602077636
420	0.001602077636
421	0.001602063554
422	0.00160206734
423	0.00160206734
424	0.001601975909
425	0.001601975289
426	0.001601978818
427	0.001601975203
428	0.001601973128
429	0.00160195854
430	0.001601955738
431	0.00160195799
432	0.001601952765
433	0.001601953428
434	0.001601945905
435	0.001601944108
436	0.001601936728
437	0.001601936728
438	0.001601935952
439	0.001601932108
440	0.001601932108
441	0.001601927723
442	0.0016019206
443	0.00160192952
444	0.001601921156
445	0.001601918867
446	0.001601914375
447	0.001601909562
448	0.001601904578
449	0.001601911209
450	0.001601904151
451	0.001601899723
452	0.001601891273
453	0.001601896279
454	0.001601890775
455	0.001601890775
456	0.001601890775
457	0.001601875181
458	0.001601875737
459	0.001600879976
460	0.001591001005
461	0.001590995422
462	0.001590995422
463	0.001591004791
464	0.00159095669
465	0.001590951086
466	0.001590951086
467	0.00159095416
468	0.001590943614
469	0.001582948708
470	0.001582945371
471	0.001582945371
472	0.001582941178
473	0.001582937976
474	0.001582694126
475	0.001582701569
476	0.001582701569
477	0.00158270112
478	0.001582607657
479	0.001582601575
480	0.001582590666
481	0.001582587265
482	0.001582590174
